Date,Open,High,Low,Close,Volume,Change,Previous,Value,Frequency,ForeignSellValue,ForeignBuyValue,NonRegularVolume,NonRegularValue,NonRegularFrequency,ListedShare,TradebleShare,IndexCode,NumberOfStock,MarketCapital
13-05-2015,2304.287,2331.062,2303.999,2303.999,97489729,-0.288,2304.287,397226718480,19795,,,,,,,,CONSUMER,36,1.07564251206881E+15
15-05-2015,2303.999,2334.156,2304.523,2326.344,102015679,22.345,2303.999,392528488138,17853,,,,,,,,CONSUMER,36,1.08296096014512E+15
18-05-2015,2326.344,2338.659,2318.235,2328.951,118776303,2.607,2326.344,435622289350,17413,,,,,,,,CONSUMER,36,1.08381459255826E+15
19-05-2015,2328.951,2331.29,2301.885,2327.632,183428549,-1.319,2328.951,523935412325,20410,,,,,,,,CONSUMER,36,1.0831636467351E+15
20-05-2015,2327.632,2342.52,2330.88,2332.757,141484830,5.125,2327.632,548405657295,24594,,,,,,,,CONSUMER,36,1.08177398091443E+15
21-05-2015,2332.757,2346.407,2314.632,2318.231,146641700,-14.526,2332.757,511592571600,20707,,,,,,,,CONSUMER,36,1.07690701197536E+15
22-05-2015,2318.231,2349.005,2323.493,2341.996,142413618,23.765,2318.231,509856068770,17392,,,,,,,,CONSUMER,36,1.08458078985069E+15
25-05-2015,2341.996,2355.593,2334.078,2350.792,80702668,8.796,2341.996,338314872220,11314,,,,,,,,CONSUMER,36,1.08746150606625E+15
26-05-2015,2350.792,2402.828,2342.256,2388.74,125442300,37.948,2350.792,644510710100,34351,,,,,,,,CONSUMER,36,1.09879439428398E+15
27-05-2015,2388.74,2386.643,2348.797,2348.797,93830547,-39.943,2388.74,377022795856,17903,,,,,,,,CONSUMER,36,1.08702735370998E+15
28-05-2015,2348.797,2373.204,2355.409,2366.095,177099021,17.298,2348.797,634256803000,25333,,,,,,,,CONSUMER,36,1.09050104298038E+15
29-05-2015,2366.095,2380.173,2338.986,2340.902,310360654,-25.193,2366.095,1012727118561,27197,,,,,,,,CONSUMER,36,1.08444165283421E+15
01-06-2015,2340.902,2344.114,2319.436,2327.946,93616446,-12.956,2340.902,286096029887,13997,,,,,,,,CONSUMER,36,1.07997908320307E+15
03-06-2015,2327.946,2342.605,2297.392,2315.846,87419911,-12.1,2327.946,380863067280,28988,,,,,,,,CONSUMER,36,1.07601630127873E+15
04-06-2015,2315.846,2323.105,2284.829,2284.829,73679256,-31.017,2315.846,319542169740,21863,,,,,,,,CONSUMER,36,1.06585797480181E+15
05-06-2015,2284.829,2281.713,2258.364,2269.292,65181362,-15.537,2284.829,345515054190,15729,,,,,,,,CONSUMER,36,1.05846822002864E+15
08-06-2015,2269.292,2273.37,2215.618,2232.139,84220800,-37.153,2269.292,290025082700,16015,,,,,,,,CONSUMER,36,1.04630026828135E+15
09-06-2015,2232.139,2227.473,2146.815,2154.087,121496457,-78.052,2232.139,478621663875,22168,,,,,,,,CONSUMER,36,1.02073703240512E+15
10-06-2015,2154.087,2218.427,2152.023,2207.92,128159800,53.833,2154.087,421038619100,33844,,,,,,,,CONSUMER,36,1.03869682454002E+15
